dimension,value,papers,papers_present,paper_prevalence,conference_equal_paper_prevalence,object_count,object_share,paper_normalized_object_share,conference_equal_paper_normalized_share
font_family,Arial/DejaVu Sans (embedded graphic estimate),250,1,0.004,0.003333,2,0.00037,0.000889,0.000741
font_family,Arial/Helvetica-like,250,1,0.004,0.003333,10,0.001852,0.001429,0.00119
font_family,Arial/Helvetica-like atom labels,250,1,0.004,0.005,4,0.000741,0.001067,0.001333
font_family,Arial/Helvetica-like sans serif,250,1,0.004,0.005,2,0.00037,0.000615,0.000769
font_family,ArialMT,250,23,0.092,0.09,173,0.032037,0.02523,0.025571
font_family,Arimo,250,1,0.004,0.005,32,0.005926,0.003368,0.004211
font_family,Avenir,250,1,0.004,0.003333,3,0.000556,0.000462,0.000385
font_family,Avenir Book,250,1,0.004,0.003333,3,0.000556,0.0012,0.001
font_family,Avenir Heavy,250,1,0.004,0.003333,4,0.000741,0.0016,0.001333
font_family,Avenir-Light,250,1,0.004,0.003333,2,0.00037,0.000308,0.000256
font_family,Avenir-Medium,250,1,0.004,0.003333,2,0.00037,0.000308,0.000256
font_family,Bai Jamjuree,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
font_family,Barlow,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
font_family,BrushScriptMT,250,1,0.004,0.003333,21,0.003889,0.003231,0.002692
font_family,Byte Sans,250,1,0.004,0.005,2,0.00037,0.000421,0.000526
font_family,ByteSans,250,3,0.012,0.015,50,0.009259,0.009538,0.011923
font_family,CMBX10,250,1,0.004,0.005,2,0.00037,0.0016,0.002
font_family,CMBX9,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
font_family,CMEX10,250,2,0.008,0.01,3,0.000556,0.000933,0.001167
font_family,CMEX9,250,2,0.008,0.01,2,0.00037,0.000921,0.001152
font_family,CMMI,250,2,0.008,0.006667,17,0.003148,0.003516,0.00293
font_family,CMMI (Computer Modern Math Italic),250,1,0.004,0.005,1,0.000185,0.000364,0.000455
font_family,CMMI/CMSY,250,2,0.008,0.008333,4,0.000741,0.001092,0.001268
font_family,CMMI/CMSY mathematics,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
font_family,CMMI10,250,16,0.064,0.063333,196,0.036296,0.031014,0.028578
font_family,CMMI12,250,2,0.008,0.008333,9,0.001667,0.003933,0.003944
font_family,CMMI5,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
font_family,CMMI6,250,1,0.004,0.005,1,0.000185,0.000121,0.000152
font_family,CMMI7,250,7,0.028,0.031667,51,0.009444,0.011386,0.013503
font_family,CMMI8,250,1,0.004,0.005,1,0.000185,0.000211,0.000263
font_family,CMMI9,250,7,0.028,0.03,71,0.013148,0.010868,0.011622
font_family,CMMIB9,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
font_family,CMR,250,2,0.008,0.006667,17,0.003148,0.003516,0.00293
font_family,CMR (Computer Modern Roman),250,1,0.004,0.005,11,0.002037,0.004,0.005
font_family,CMR mathematics,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
font_family,CMR/CMMI/CMSY,250,1,0.004,0.003333,16,0.002963,0.004,0.003333
font_family,CMR/CMMI/CMSY mathematics,250,1,0.004,0.005,2,0.00037,0.000533,0.000667
font_family,CMR/CMSY mathematics,250,1,0.004,0.005,3,0.000556,0.0008,0.001
font_family,CMR/CMSY/CMMI,250,1,0.004,0.003333,16,0.002963,0.004,0.003333
font_family,CMR10,250,18,0.072,0.068333,250,0.046296,0.040876,0.038808
font_family,CMR12,250,2,0.008,0.008333,9,0.001667,0.003933,0.003944
font_family,CMR5,250,2,0.008,0.01,3,0.000556,0.001333,0.001667
font_family,CMR6,250,3,0.012,0.015,4,0.000741,0.001455,0.001818
font_family,CMR7,250,4,0.016,0.02,36,0.006667,0.007818,0.009772
font_family,CMR7/CMR10,250,1,0.004,0.003333,2,0.00037,0.0008,0.000667
font_family,CMR8,250,2,0.008,0.01,11,0.002037,0.001423,0.001778
font_family,CMR9,250,4,0.016,0.016667,26,0.004815,0.005,0.004722
font_family,CMSS (Computer Modern Sans),250,1,0.004,0.005,2,0.00037,0.000727,0.000909
font_family,CMSS10,250,1,0.004,0.005,6,0.001111,0.001846,0.002308
font_family,CMSSBX10,250,1,0.004,0.005,6,0.001111,0.001846,0.002308
font_family,CMSY (math symbols),250,1,0.004,0.003333,10,0.001852,0.002222,0.001852
font_family,CMSY10,250,11,0.044,0.041667,50,0.009259,0.012015,0.01093
font_family,CMSY6,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
font_family,CMSY7,250,7,0.028,0.03,68,0.012593,0.01266,0.013676
font_family,CMSY9,250,3,0.012,0.011667,25,0.00463,0.0042,0.003722
font_family,CMTT12,250,1,0.004,0.005,1,0.000185,0.0008,0.001
font_family,CMUSerif,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
font_family,Calibri,250,23,0.092,0.088333,275,0.050926,0.035167,0.034738
font_family,Calibri Light,250,1,0.004,0.003333,2,0.00037,0.0004,0.000333
font_family,Calibri-Bold,250,1,0.004,0.003333,6,0.001111,0.0015,0.00125
font_family,Calibri-BoldItalic,250,1,0.004,0.003333,2,0.00037,0.0004,0.000333
font_family,Calibri-LightItalic,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
font_family,Calibri-like UI text,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
font_family,Calibri/Arial-like sans-serif,250,1,0.004,0.005,1,0.000185,0.000211,0.000263
font_family,Cambria,250,2,0.008,0.006667,22,0.004074,0.003538,0.002949
font_family,Cambria Math,250,25,0.1,0.1,136,0.025185,0.021423,0.020232
font_family,Cambria-Bold,250,1,0.004,0.003333,3,0.000556,0.0006,0.0005
font_family,CambriaMath,250,11,0.044,0.041667,77,0.014259,0.013133,0.014159
font_family,Canva Sans,250,1,0.004,0.003333,2,0.00037,0.000286,0.000238
font_family,Cascadia Code,250,1,0.004,0.003333,9,0.001667,0.000947,0.000789
font_family,CascadiaCode,250,1,0.004,0.005,19,0.003519,0.002815,0.003519
font_family,Chalkboard,250,1,0.004,0.003333,20,0.003704,0.002105,0.001754
font_family,ChalkboardSE,250,1,0.004,0.003333,2,0.00037,0.000471,0.000392
font_family,ChalkboardSE-Bold,250,1,0.004,0.003333,2,0.00037,0.000471,0.000392
font_family,ChalkboardSE-Regular,250,1,0.004,0.003333,2,0.00037,0.000471,0.000392
font_family,Comic Sans MS,250,6,0.024,0.023333,47,0.008704,0.007696,0.008106
font_family,ComicSansMS,250,7,0.028,0.026667,45,0.008333,0.006832,0.007155
font_family,ComicSansMS-Bold,250,2,0.008,0.006667,4,0.000741,0.0008,0.000667
font_family,ComicSansMS-BoldItalic,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
font_family,ComicSansMS-Italic,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
font_family,Computer Modern,250,41,0.164,0.17,658,0.121852,0.111921,0.116903
font_family,Computer Modern Italic,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
font_family,Computer Modern Math,250,43,0.172,0.173333,589,0.109074,0.118271,0.119684
font_family,Computer Modern Math Italic,250,2,0.008,0.006667,8,0.001481,0.0044,0.003667
font_family,Computer Modern Roman,250,46,0.184,0.185,585,0.108333,0.110377,0.113252
font_family,Computer Modern Roman/math,250,2,0.008,0.008333,8,0.001481,0.002667,0.0025
font_family,Computer Modern Sans,250,4,0.016,0.016667,12,0.002222,0.003874,0.003881
font_family,Computer Modern Symbol,250,3,0.012,0.011667,22,0.004074,0.0072,0.0075
font_family,Computer Modern Symbols,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
font_family,Computer Modern Type 3,250,1,0.004,0.003333,16,0.002963,0.002783,0.002319
font_family,Computer Modern Typewriter,250,2,0.008,0.008333,14,0.002593,0.005785,0.006231
font_family,Computer Modern math,250,119,0.476,0.466667,2548,0.471852,0.398026,0.391233
font_family,Computer Modern-like,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
font_family,Computer Modern-like math,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
font_family,Computer Modern/CMR plot text,250,1,0.004,0.005,6,0.001111,0.002,0.0025
font_family,Computer Modern/CMR raster labels,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
font_family,Computer Modern/SFRM Roman,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
font_family,Consolas,250,5,0.02,0.021667,31,0.005741,0.004556,0.00437
font_family,Courier,250,2,0.008,0.006667,2,0.00037,0.000615,0.000513
font_family,CourierNewPS-BoldMT,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
font_family,DMMono-Light,250,1,0.004,0.003333,15,0.002778,0.001579,0.001316
font_family,DejaVu Sans,250,132,0.528,0.531667,1487,0.27537,0.246504,0.254207
font_family,DejaVu Sans Bold,250,6,0.024,0.021667,25,0.00463,0.007129,0.006417
font_family,DejaVu Sans Mono,250,5,0.02,0.018333,49,0.009074,0.008009,0.007438
font_family,DejaVu Sans Oblique,250,11,0.044,0.045,45,0.008333,0.017166,0.01796
font_family,DejaVu Sans raster axes,250,1,0.004,0.005,2,0.00037,0.0008,0.001
font_family,DejaVu Sans-Bold,250,2,0.008,0.008333,7,0.001296,0.001058,0.001194
font_family,DejaVu Sans-like,250,1,0.004,0.003333,3,0.000556,0.00075,0.000625
font_family,DejaVu Sans-like sans serif,250,1,0.004,0.003333,13,0.002407,0.003714,0.003095
font_family,DejaVu Sans-like sans-serif,250,2,0.008,0.006667,14,0.002593,0.002155,0.001796
font_family,DejaVu Sans/Arial (embedded raster plot estimate),250,1,0.004,0.003333,2,0.00037,0.000889,0.000741
font_family,DejaVu Sans/Arial (plot text),250,1,0.004,0.003333,1,0.000185,0.000444,0.00037
font_family,DejaVu Sans/Arial-like plot face,250,1,0.004,0.003333,7,0.001296,0.001556,0.001296
font_family,DejaVu Sans/Helvetica raster labels,250,1,0.004,0.005,20,0.003704,0.003636,0.004545
font_family,DejaVu Sans/Matplotlib,250,1,0.004,0.003333,8,0.001481,0.002462,0.002051
font_family,DejaVu Serif,250,6,0.024,0.025,34,0.006296,0.005078,0.004513
font_family,DejaVuSans,250,18,0.072,0.065,160,0.02963,0.024098,0.021493
font_family,DejaVuSans-Bold,250,4,0.016,0.015,26,0.004815,0.003679,0.003194
font_family,DejaVuSans-Oblique,250,2,0.008,0.008333,2,0.00037,0.000574,0.000607
font_family,DejaVuSerif,250,3,0.012,0.011667,28,0.005185,0.00396,0.003812
font_family,DejaVuSerif Type3,250,1,0.004,0.005,4,0.000741,0.000842,0.001053
font_family,DengXian,250,5,0.02,0.02,15,0.002778,0.002551,0.00254
font_family,DengXian-Bold,250,1,0.004,0.005,1,0.000185,0.0002,0.00025
font_family,Dingbats,250,5,0.02,0.02,8,0.001481,0.00271,0.002501
font_family,EmojiOneColor,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
font_family,FdSymbolA-Book,250,1,0.004,0.003333,2,0.00037,0.0004,0.000333
font_family,Fira Mono,250,1,0.004,0.003333,13,0.002407,0.0026,0.002167
font_family,Font Awesome,250,1,0.004,0.005,3,0.000556,0.001091,0.001364
font_family,Freesentation,250,1,0.004,0.003333,6,0.001111,0.0012,0.001
font_family,Georgia,250,3,0.012,0.011667,30,0.005556,0.005831,0.005558
font_family,Georgia-Bold,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
font_family,Helvetica,250,4,0.016,0.015,23,0.004259,0.00664,0.005836
font_family,Helvetica Neue,250,6,0.024,0.021667,47,0.008704,0.009988,0.008427
font_family,Helvetica Neue Bold Italic,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
font_family,Helvetica Neue Italic,250,1,0.004,0.003333,2,0.00037,0.000381,0.000317
font_family,Helvetica Neue Medium,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
font_family,Helvetica-Bold,250,2,0.008,0.006667,2,0.00037,0.000583,0.000486
font_family,Helvetica/Arial-like raster plot labels,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
font_family,Helvetica/Arial-like raster sans-serif,250,1,0.004,0.003333,5,0.000926,0.001667,0.001389
font_family,HelveticaNeue,250,6,0.024,0.023333,23,0.004259,0.005541,0.005736
font_family,HelveticaNeue-Medium,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
font_family,Impact,250,1,0.004,0.005,18,0.003333,0.002667,0.003333
font_family,Inconsolata,250,3,0.012,0.011667,41,0.007593,0.007061,0.006822
font_family,Inconsolatazi4-Regular,250,2,0.008,0.006667,20,0.003704,0.004667,0.003889
font_family,Inter,250,2,0.008,0.006667,13,0.002407,0.00228,0.0019
font_family,IrisUPC,250,1,0.004,0.005,2,0.00037,0.000727,0.000909
font_family,KaTeX Main,250,1,0.004,0.005,2,0.00037,0.000727,0.000909
font_family,KaTeX Math,250,1,0.004,0.005,5,0.000926,0.001818,0.002273
font_family,KristenITC,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
font_family,KristenITC-Regular,250,1,0.004,0.003333,5,0.000926,0.001538,0.001282
font_family,KristenITC-like handwritten raster,250,1,0.004,0.003333,5,0.000926,0.001538,0.001282
font_family,LM Mono 10,250,1,0.004,0.005,20,0.003704,0.002105,0.002632
font_family,LM Mono 9,250,1,0.004,0.005,19,0.003519,0.002,0.0025
font_family,LM Roman 9,250,1,0.004,0.003333,1,0.000185,0.000235,0.000196
font_family,Lato,250,1,0.004,0.003333,20,0.003704,0.003636,0.00303
font_family,Lexend-like sans-serif,250,1,0.004,0.003333,3,0.000556,0.00075,0.000625
font_family,Liberation Sans,250,4,0.016,0.015,22,0.004074,0.003984,0.003404
font_family,Libertinus Sans,250,1,0.004,0.005,7,0.001296,0.001647,0.002059
font_family,Libre Baskerville,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
font_family,LinLibertineO,250,1,0.004,0.003333,23,0.004259,0.003538,0.002949
font_family,Linux Libertine O,250,1,0.004,0.003333,20,0.003704,0.003077,0.002564
font_family,Lucida Console,250,1,0.004,0.003333,3,0.000556,0.001,0.000833
font_family,MS-PMincho,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
font_family,Matplotlib DejaVu Sans-like,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
font_family,Matplotlib default sans-serif,250,1,0.004,0.005,3,0.000556,0.00075,0.000937
font_family,Menlo,250,3,0.012,0.01,14,0.002593,0.00199,0.001658
font_family,Menlo-Bold,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
font_family,MesloLGL Nerd Font,250,1,0.004,0.003333,25,0.00463,0.002941,0.002451
font_family,MnSymbol10,250,1,0.004,0.005,2,0.00037,0.000615,0.000769
font_family,Monaco,250,1,0.004,0.003333,3,0.000556,0.000444,0.00037
font_family,Myriad Pro,250,2,0.008,0.008333,11,0.002037,0.00231,0.002401
font_family,MyriadPro-Regular,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
font_family,NewTX,250,1,0.004,0.005,9,0.001667,0.0015,0.001875
font_family,NewTXMI,250,2,0.008,0.006667,14,0.002593,0.004308,0.00359
font_family,Nimbus Mon L,250,4,0.016,0.016667,19,0.003519,0.003742,0.003876
font_family,Nimbus MonL,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
font_family,Nimbus Mono,250,4,0.016,0.016667,7,0.001296,0.001831,0.0018
font_family,Nimbus Mono L,250,17,0.068,0.065,133,0.02463,0.016117,0.014738
font_family,Nimbus Mono PS,250,2,0.008,0.008333,7,0.001296,0.001234,0.001108
font_family,Nimbus Monospace,250,3,0.012,0.013333,3,0.000556,0.000807,0.000842
font_family,Nimbus Monospaced,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
font_family,Nimbus Roman,250,2,0.008,0.008333,14,0.002593,0.004214,0.004226
font_family,Nimbus Roman No9 L,250,166,0.664,0.658333,3327,0.616111,0.543903,0.539575
font_family,Nimbus Roman No9 L (caption),250,3,0.012,0.011667,30,0.005556,0.008667,0.008333
font_family,Nimbus Roman No9 L (caption/body),250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
font_family,Nimbus Roman No9 L Italic,250,3,0.012,0.011667,7,0.001296,0.002012,0.002189
font_family,Nimbus Roman No9 L Medium,250,2,0.008,0.006667,14,0.002593,0.002116,0.001764
font_family,Nimbus Roman No9 L panel labels,250,1,0.004,0.005,2,0.00037,0.0008,0.001
font_family,Nimbus Sans L,250,3,0.012,0.011667,29,0.00537,0.003931,0.004312
font_family,NimbusMonL,250,12,0.048,0.046667,107,0.019815,0.020528,0.020595
font_family,NimbusMonL-Bold,250,2,0.008,0.006667,2,0.00037,0.00039,0.000325
font_family,NimbusMonL-Regu,250,13,0.052,0.051667,112,0.020741,0.016252,0.017503
font_family,NimbusMonoPS,250,1,0.004,0.005,29,0.00537,0.002829,0.003537
font_family,NimbusRomNo9L,250,21,0.084,0.08,289,0.053519,0.06401,0.059504
font_family,NimbusRomNo9L-Medi,250,25,0.1,0.091667,386,0.071481,0.069422,0.063411
font_family,NimbusRomNo9L-MediItal,250,2,0.008,0.008333,10,0.001852,0.002267,0.002
font_family,NimbusRomNo9L-Regu,250,29,0.116,0.108333,507,0.093889,0.094472,0.088389
font_family,NimbusRomNo9L-Regu (caption),250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
font_family,NimbusRomNo9L-ReguItal,250,8,0.032,0.033333,66,0.012222,0.015008,0.016599
font_family,NimbusRoman,250,1,0.004,0.005,9,0.001667,0.003273,0.004091
font_family,NimbusRomanNo9L,250,4,0.016,0.015,90,0.016667,0.016,0.015
font_family,NimbusSanL-Bold,250,1,0.004,0.005,6,0.001111,0.001846,0.002308
font_family,NimbusSanL-Regu,250,1,0.004,0.005,6,0.001111,0.001846,0.002308
font_family,Noto Color Emoji,250,1,0.004,0.005,1,0.000185,0.0002,0.00025
font_family,Nunito,250,2,0.008,0.006667,32,0.005926,0.004108,0.003423
font_family,Open Sans,250,1,0.004,0.003333,21,0.003889,0.002154,0.001795
font_family,Open Sans Bold,250,1,0.004,0.003333,47,0.008704,0.003917,0.003264
font_family,Optima-Bold,250,1,0.004,0.003333,3,0.000556,0.000444,0.00037
font_family,Optima-Regular,250,1,0.004,0.003333,3,0.000556,0.000444,0.00037
font_family,Optimistic-Regular,250,1,0.004,0.003333,4,0.000741,0.000615,0.000513
font_family,Palatino Linotype,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
font_family,Palatino-Roman,250,1,0.004,0.003333,2,0.00037,0.000421,0.000351
font_family,PazoMath,250,2,0.008,0.01,8,0.001481,0.002513,0.003141
font_family,PazoMath-Italic,250,1,0.004,0.005,2,0.00037,0.000667,0.000833
font_family,Pretendard,250,1,0.004,0.005,57,0.010556,0.004,0.005
font_family,Raster sans-serif/serif heatmap labels,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
font_family,Roboto Mono,250,1,0.004,0.005,3,0.000556,0.000571,0.000714
font_family,SFNS,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
font_family,SFPro-Regular,250,1,0.004,0.005,33,0.006111,0.003474,0.004342
font_family,SFProDisplay-Bold,250,1,0.004,0.005,1,0.000185,0.000105,0.000132
font_family,SFRB1000,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
font_family,SFRM,250,1,0.004,0.005,20,0.003704,0.004,0.005
font_family,SFRM/Computer Modern Roman,250,2,0.008,0.01,16,0.002963,0.004437,0.005547
font_family,SFRM0900,250,1,0.004,0.005,25,0.00463,0.004,0.005
font_family,STIX General,250,2,0.008,0.008333,5,0.000926,0.0048,0.005667
font_family,STIX NonUnicode math,250,1,0.004,0.005,2,0.00037,0.00025,0.000313
font_family,STIX Size One Sym,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
font_family,STIXGeneral,250,7,0.028,0.025,23,0.004259,0.004529,0.003879
font_family,Segoe Print,250,1,0.004,0.003333,9,0.001667,0.0012,0.001
font_family,Segoe UI,250,2,0.008,0.01,3,0.000556,0.001091,0.001364
font_family,Segoe UI Symbol,250,2,0.008,0.01,2,0.00037,0.000649,0.000812
font_family,Segoe UI Variable,250,1,0.004,0.005,6,0.001111,0.001714,0.002143
font_family,SegoePrint,250,1,0.004,0.003333,21,0.003889,0.003231,0.002692
font_family,SegoePrint-Bold,250,1,0.004,0.003333,6,0.001111,0.0015,0.00125
font_family,SegoeUIEmoji,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
font_family,SegoeUISymbol,250,2,0.008,0.008333,9,0.001667,0.002132,0.002039
font_family,Sen,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
font_family,SketchBlockBold,250,1,0.004,0.005,2,0.00037,0.000667,0.000833
font_family,SketchBlockLight,250,1,0.004,0.005,2,0.00037,0.000667,0.000833
font_family,Space Mono,250,1,0.004,0.003333,2,0.00037,0.000364,0.000303
font_family,StandardSymL,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
font_family,Symbol,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
font_family,Tahoma-Bold,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
font_family,TeX Gyre Heros,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
font_family,TeX Gyre Pagella,250,1,0.004,0.003333,8,0.001481,0.001882,0.001569
font_family,TeX Gyre Termes,250,2,0.008,0.006667,3,0.000556,0.001197,0.000997
font_family,TeX Gyre Termes (caption),250,1,0.004,0.003333,6,0.001111,0.002667,0.002222
font_family,TeX Gyre Termes (panel-a/table-like text),250,1,0.004,0.003333,1,0.000185,0.000444,0.00037
font_family,TeXGyreTermesX,250,1,0.004,0.003333,13,0.002407,0.004,0.003333
font_family,Times,250,2,0.008,0.01,3,0.000556,0.001013,0.001266
font_family,Times New Roman,250,38,0.152,0.15,313,0.057963,0.064312,0.064965
font_family,Times New Roman Bold,250,1,0.004,0.003333,8,0.001481,0.001882,0.001569
font_family,Times New Roman PS MT,250,1,0.004,0.003333,39,0.007222,0.004,0.003333
font_family,Times New Roman-like,250,1,0.004,0.005,8,0.001481,0.002462,0.003077
font_family,Times New Roman-like serif,250,2,0.008,0.006667,5,0.000926,0.001365,0.001138
font_family,Times-Roman,250,2,0.008,0.01,23,0.004259,0.003341,0.004176
font_family,Times-like serif,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
font_family,TimesNewRomanPS,250,1,0.004,0.003333,4,0.000741,0.0008,0.000667
font_family,TimesNewRomanPS-BoldItalicMT,250,1,0.004,0.003333,9,0.001667,0.0018,0.0015
font_family,TimesNewRomanPS-BoldMT,250,4,0.016,0.016667,45,0.008333,0.006917,0.007542
font_family,TimesNewRomanPS-ItalicMT,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
font_family,TimesNewRomanPSMT,250,10,0.04,0.041667,71,0.013148,0.013471,0.015734
font_family,Tw Cen MT Bold,250,1,0.004,0.003333,1,0.000185,0.000286,0.000238
font_family,Type3 graph-label font,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
font_family,URW Palladio L,250,1,0.004,0.005,9,0.001667,0.00225,0.002812
font_family,URWPalladioL,250,1,0.004,0.005,23,0.004259,0.004,0.005
font_family,URWPalladioL-Bold,250,2,0.008,0.01,12,0.002222,0.003949,0.004936
font_family,URWPalladioL-Ital,250,1,0.004,0.005,10,0.001852,0.003333,0.004167
font_family,URWPalladioL-Italic,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
font_family,URWPalladioL-Roma,250,2,0.008,0.01,14,0.002593,0.004615,0.005769
font_family,Ubuntu,250,1,0.004,0.003333,13,0.002407,0.002,0.001667
font_family,Unknown UI sans-serif,250,1,0.004,0.003333,1,0.000185,0.000235,0.000196
font_family,VCROSDMono,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
font_family,Verdana,250,1,0.004,0.005,1,0.000185,0.0002,0.00025
font_family,XCharter,250,1,0.004,0.005,16,0.002963,0.004,0.005
font_family,XCharter-Bold,250,1,0.004,0.005,12,0.002222,0.003692,0.004615
font_family,XCharter-Roman,250,1,0.004,0.005,12,0.002222,0.003692,0.004615
font_family,XCharterMath,250,1,0.004,0.005,23,0.004259,0.004,0.005
font_family,comfortaa-bold-700,250,1,0.004,0.003333,20,0.003704,0.002105,0.001754
font_family,diagram label face,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
font_family,embedded math font,250,1,0.004,0.005,6,0.001111,0.001043,0.001304
font_family,embedded raster sans-serif,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
font_family,embedded sans-serif chart labels,250,1,0.004,0.003333,8,0.001481,0.002,0.001667
font_family,embedded sans-serif diagram labels,250,1,0.004,0.003333,3,0.000556,0.00075,0.000625
font_family,embedded sans-serif image labels,250,1,0.004,0.003333,5,0.000926,0.00125,0.001042
font_family,embedded sans-serif-like chart font,250,1,0.004,0.005,9,0.001667,0.001565,0.001957
font_family,embedded sans-serif-like diagram font,250,1,0.004,0.005,1,0.000185,0.000174,0.000217
font_family,embedded serif/math font,250,1,0.004,0.005,1,0.000185,0.000174,0.000217
font_family,math,250,1,0.004,0.003333,2,0.00037,0.000533,0.000444
font_family,math serif raster,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
font_family,mathtext,250,1,0.004,0.005,3,0.000556,0.0012,0.0015
font_family,mathtext (raster math),250,1,0.004,0.003333,8,0.001481,0.0032,0.002667
font_family,monospace,250,5,0.02,0.018333,20,0.003704,0.003648,0.003138
font_family,monospace raster code labels,250,1,0.004,0.003333,1,0.000185,0.000267,0.000222
font_family,monospace-like code labels,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
font_family,monospace-like labels,250,1,0.004,0.003333,3,0.000556,0.00075,0.000625
font_family,monospace-like raster code and prompt text,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
font_family,monospace-like raster code labels,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
font_family,raster UI sans-serif (family unspecified),250,1,0.004,0.003333,3,0.000556,0.00075,0.000625
font_family,raster chart labels,250,1,0.004,0.003333,3,0.000556,0.000667,0.000556
font_family,raster figure text,250,1,0.004,0.005,8,0.001481,0.001524,0.001905
font_family,raster image labels,250,1,0.004,0.003333,2,0.00037,0.000444,0.00037
font_family,raster sans-serif labels,250,1,0.004,0.003333,4,0.000741,0.000889,0.000741
font_family,rasterized chart text,250,1,0.004,0.003333,2,0.00037,0.0004,0.000333
font_family,rasterized sans-serif,250,1,0.004,0.003333,5,0.000926,0.001111,0.000926
font_family,rasterized serif/sans-serif,250,1,0.004,0.003333,3,0.000556,0.000667,0.000556
font_family,rtxr,250,1,0.004,0.003333,2,0.00037,0.000667,0.000556
font_family,sans-serif,250,4,0.016,0.015,37,0.006852,0.008195,0.00801
font_family,sans-serif (embedded raster),250,1,0.004,0.003333,5,0.000926,0.001818,0.001515
font_family,sans-serif (raster plot),250,1,0.004,0.003333,8,0.001481,0.0032,0.002667
font_family,sans-serif (rasterized),250,1,0.004,0.005,5,0.000926,0.001,0.00125
font_family,sans-serif raster,250,1,0.004,0.003333,3,0.000556,0.000923,0.000769
font_family,sans-serif raster labels,250,2,0.008,0.008333,3,0.000556,0.000841,0.000829
font_family,sans-serif-like embedded figure font,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
font_family,sans-serif-like raster face,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
font_family,sans-serif-like raster labels,250,2,0.008,0.006667,7,0.001296,0.001904,0.001586
font_family,serif,250,2,0.008,0.008333,4,0.000741,0.001017,0.00116
font_family,serif-like caption text,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
font_family,serif-like raster diagram labels,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
font_family,serif-like raster face,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
font_family,serif/math raster labels,250,1,0.004,0.005,2,0.00037,0.0008,0.001
