left_dimension,left_value,right_dimension,right_value,eligible_papers,papers_present,paper_prevalence_within_left,denominator_objects,object_count,conditional_object_share,paper_normalized_conditional_share,conference_equal_paper_normalized_conditional_share
kind,table,purpose,ablation,237,169,0.71308,2329,510,0.218978,0.211809,0.209642
kind,table,purpose,dataset,237,102,0.43038,2329,271,0.116359,0.103635,0.100765
kind,table,purpose,efficiency_cost,237,138,0.582278,2329,366,0.157149,0.175872,0.175974
kind,table,purpose,experimental_design,237,143,0.603376,2329,403,0.173036,0.176235,0.178884
kind,table,purpose,failure,237,61,0.257384,2329,121,0.051954,0.048811,0.047348
kind,table,purpose,headline,237,147,0.620253,2329,228,0.097896,0.122968,0.124326
kind,table,purpose,main_comparison,237,222,0.936709,2329,1239,0.531988,0.551226,0.546339
kind,table,purpose,mechanism,237,126,0.531646,2329,314,0.134822,0.129665,0.126514
kind,table,purpose,method_interface,237,64,0.270042,2329,134,0.057535,0.061496,0.06565
kind,table,purpose,other,237,20,0.084388,2329,24,0.010305,0.012463,0.011938
kind,table,purpose,qualitative_evidence,237,60,0.253165,2329,140,0.060112,0.058644,0.055197
kind,table,purpose,reproduction,237,181,0.763713,2329,718,0.308287,0.290752,0.293785
kind,table,purpose,robustness,237,188,0.793249,2329,826,0.354659,0.341444,0.33697
kind,table,purpose,theory_mechanism,237,66,0.278481,2329,101,0.043366,0.08281,0.087901
kind,figure,types,architecture,246,140,0.569106,3071,205,0.066754,0.085885,0.083089
kind,figure,types,area,246,50,0.203252,3071,169,0.055031,0.045261,0.046471
kind,figure,types,bar,246,132,0.536585,3071,341,0.111039,0.117781,0.116986
kind,figure,types,box,246,21,0.085366,3071,34,0.011071,0.010704,0.011005
kind,figure,types,conceptual_diagram,246,220,0.894309,3071,517,0.168349,0.22651,0.223874
kind,figure,types,heatmap,246,89,0.361789,3071,246,0.080104,0.082554,0.084446
kind,figure,types,histogram,246,31,0.126016,3071,59,0.019212,0.021972,0.020317
kind,figure,types,image_montage,246,102,0.414634,3071,494,0.16086,0.157479,0.153851
kind,figure,types,line,246,209,0.849593,3071,1270,0.413546,0.384696,0.394927
kind,figure,types,map,246,12,0.04878,3071,25,0.008141,0.008034,0.007762
kind,figure,types,matrix,246,70,0.284553,3071,165,0.053728,0.053439,0.054932
kind,figure,types,network,246,24,0.097561,3071,41,0.013351,0.02239,0.022508
kind,figure,types,other,246,60,0.243902,3071,192,0.06252,0.056858,0.059029
kind,figure,types,pareto,246,13,0.052846,3071,60,0.019538,0.009923,0.011466
kind,figure,types,pipeline,246,180,0.731707,3071,311,0.10127,0.14534,0.140583
kind,figure,types,qualitative_grid,246,152,0.617886,3071,661,0.215239,0.214473,0.210133
kind,figure,types,scatter,246,114,0.463415,3071,304,0.098991,0.111223,0.112655
kind,figure,types,screenshot,246,55,0.223577,3071,203,0.066102,0.052021,0.048163
kind,figure,types,tree,246,9,0.036585,3071,12,0.003908,0.005281,0.005352
kind,figure,types,violin,246,5,0.020325,3071,6,0.001954,0.001858,0.001947
kind,table,types,table,237,237,1.0,2329,2329,1.0,1.0,1.0
kind,figure,caption_moves,abbreviation_definition,246,59,0.239837,3071,187,0.060892,0.057098,0.062358
kind,figure,caption_moves,appendix_pointer,246,95,0.386179,3071,350,0.113969,0.070841,0.071403
kind,figure,caption_moves,comparison,246,233,0.947154,3071,1556,0.506675,0.534314,0.538779
kind,figure,caption_moves,encoding_key,246,228,0.926829,3071,1301,0.423641,0.464313,0.469058
kind,figure,caption_moves,main_finding,246,201,0.817073,3071,1139,0.370889,0.39549,0.398592
kind,figure,caption_moves,setup,246,242,0.98374,3071,2519,0.820254,0.817384,0.818812
kind,figure,caption_moves,title,246,246,1.0,3071,3054,0.994464,0.994181,0.994601
kind,figure,caption_moves,uncertainty_definition,246,64,0.260163,3071,152,0.049495,0.050453,0.052348
kind,table,caption_moves,abbreviation_definition,237,120,0.506329,2329,375,0.161013,0.15908,0.165041
kind,table,caption_moves,appendix_pointer,237,57,0.240506,2329,113,0.048519,0.051161,0.050668
kind,table,caption_moves,comparison,237,204,0.860759,2329,1208,0.518678,0.521869,0.52401
kind,table,caption_moves,encoding_key,237,171,0.721519,2329,706,0.303134,0.317512,0.317015
kind,table,caption_moves,main_finding,237,105,0.443038,2329,346,0.148562,0.156249,0.160425
kind,table,caption_moves,setup,237,234,0.987342,2329,1946,0.835552,0.840507,0.844508
kind,table,caption_moves,title,237,237,1.0,2329,2323,0.997424,0.99789,0.99734
kind,table,caption_moves,uncertainty_definition,237,78,0.329114,2329,212,0.091026,0.088917,0.090868
kind,figure,caption_headline_bold,0,246,203,0.825203,3071,2161,0.70368,0.722288,0.717731
kind,figure,caption_headline_bold,1,246,96,0.390244,3071,910,0.29632,0.277712,0.282269
kind,table,caption_headline_bold,0,237,198,0.835443,2329,1700,0.729927,0.771899,0.769607
kind,table,caption_headline_bold,1,237,74,0.312236,2329,629,0.270073,0.228101,0.230393
kind,figure,caption_self_contained,0,246,194,0.788618,3071,1394,0.453924,0.45306,0.446634
kind,figure,caption_self_contained,1,246,212,0.861789,3071,1677,0.546076,0.54694,0.553366
kind,table,caption_self_contained,0,237,162,0.683544,2329,901,0.386861,0.413166,0.398485
kind,table,caption_self_contained,1,237,194,0.818565,2329,1428,0.613139,0.586834,0.601515
kind,figure,caption_main_finding,0,246,230,0.934959,3071,1929,0.628134,0.604045,0.60016
kind,figure,caption_main_finding,1,246,199,0.808943,3071,1142,0.371866,0.395955,0.39984
kind,table,caption_main_finding,0,237,224,0.945148,2329,1941,0.833405,0.822686,0.815827
kind,table,caption_main_finding,1,237,107,0.451477,2329,388,0.166595,0.177314,0.184173
kind,figure,font_family_class,computer_modern,246,85,0.345528,3071,673,0.219147,0.218923,0.220815
kind,figure,font_family_class,other_or_unknown,246,36,0.146341,3071,169,0.055031,0.077338,0.072265
kind,figure,font_family_class,sans_serif,246,61,0.247967,3071,284,0.092478,0.134344,0.136403
kind,figure,font_family_class,times_like_serif,246,165,0.670732,3071,1945,0.633344,0.569395,0.570517
kind,table,font_family_class,computer_modern,237,61,0.257384,2329,553,0.237441,0.240211,0.241791
kind,table,font_family_class,other_or_unknown,237,15,0.063291,2329,79,0.03392,0.043144,0.040146
kind,table,font_family_class,other_serif,237,2,0.008439,2329,21,0.009017,0.008439,0.010638
kind,table,font_family_class,times_like_serif,237,170,0.7173,2329,1676,0.719622,0.708206,0.707425
kind,figure,font_weight,bold,246,225,0.914634,3071,2778,0.904591,0.848143,0.843299
kind,figure,font_weight,medium,246,54,0.219512,3071,389,0.126669,0.139507,0.135
kind,figure,font_weight,regular,246,246,1.0,3071,3066,0.998372,0.996782,0.997325
kind,figure,font_weight,semibold,246,5,0.020325,3071,12,0.003908,0.007254,0.007998
kind,table,font_weight,bold,237,156,0.658228,2329,1495,0.641906,0.561303,0.56556
kind,table,font_weight,medium,237,18,0.075949,2329,98,0.042078,0.061027,0.056951
kind,table,font_weight,mixed,237,75,0.316456,2329,549,0.235723,0.246366,0.244759
kind,table,font_weight,regular,237,45,0.189873,2329,187,0.080292,0.131303,0.13273
kind,figure,color_mode,categorical,246,223,0.906504,3071,1526,0.496907,0.459265,0.462609
kind,figure,color_mode,diverging,246,19,0.077236,3071,50,0.016281,0.013878,0.014628
kind,figure,color_mode,grayscale,246,35,0.142276,3071,127,0.041355,0.037011,0.034402
kind,figure,color_mode,mixed,246,221,0.898374,3071,1132,0.36861,0.410496,0.408078
kind,figure,color_mode,not_applicable,246,8,0.03252,3071,19,0.006187,0.007211,0.007265
kind,figure,color_mode,sequential,246,88,0.357724,3071,217,0.070661,0.072139,0.073018
kind,table,color_mode,grayscale,237,224,0.945148,2329,1838,0.78918,0.775516,0.778105
kind,table,color_mode,mixed,237,120,0.506329,2329,491,0.21082,0.224484,0.221895
kind,figure,rendering,mixed,246,148,0.601626,3071,884,0.287854,0.277945,0.274411
kind,figure,rendering,raster,246,162,0.658537,3071,932,0.303484,0.354085,0.353501
kind,figure,rendering,vector,246,154,0.626016,3071,1255,0.408662,0.36797,0.372087
kind,figure,redundant_encoding,0,246,141,0.573171,3071,646,0.210355,0.21757,0.216928
kind,figure,redundant_encoding,1,246,238,0.96748,3071,2425,0.789645,0.78243,0.783072
kind,figure,grayscale_safe,0,246,240,0.97561,3071,2473,0.805275,0.782559,0.780533
kind,figure,grayscale_safe,1,246,156,0.634146,3071,598,0.194725,0.217441,0.219467
kind,figure,grid,both,246,180,0.731707,3071,1161,0.378053,0.33644,0.340472
kind,figure,grid,none,246,235,0.955285,3071,1649,0.536959,0.576414,0.571801
kind,figure,grid,unknown,246,5,0.020325,3071,6,0.001954,0.002879,0.003312
kind,figure,grid,x,246,15,0.060976,3071,31,0.010094,0.00876,0.008713
kind,figure,grid,y,246,79,0.321138,3071,224,0.07294,0.075508,0.075702
kind,figure,legend_present,0,246,227,0.922764,3071,1568,0.510583,0.49355,0.485836
kind,figure,legend_present,1,246,230,0.934959,3071,1503,0.489417,0.50645,0.514164
kind,figure,direct_labels,0,246,191,0.776423,3071,1328,0.432432,0.376197,0.385035
kind,figure,direct_labels,1,246,234,0.95122,3071,1743,0.567568,0.623803,0.614965
kind,figure,uncertainty_display,band,246,61,0.247967,3071,207,0.067405,0.063377,0.063889
kind,figure,uncertainty_display,box,246,15,0.060976,3071,26,0.008466,0.008218,0.008329
kind,figure,uncertainty_display,distribution,246,21,0.085366,3071,37,0.012048,0.011859,0.010857
kind,figure,uncertainty_display,ellipse,246,3,0.012195,3071,133,0.043308,0.005208,0.006192
kind,figure,uncertainty_display,error_bar,246,43,0.174797,3071,133,0.043308,0.039917,0.038893
kind,figure,uncertainty_display,multiple,246,20,0.081301,3071,37,0.012048,0.011499,0.010983
kind,figure,uncertainty_display,none,246,245,0.995935,3071,2496,0.812765,0.859226,0.860154
kind,figure,uncertainty_display,unknown,246,2,0.00813,3071,2,0.000651,0.000697,0.000702
kind,table,table_rules,booktabs,237,194,0.818565,2329,1442,0.61915,0.664295,0.66412
kind,table,table_rules,grid,237,10,0.042194,2329,29,0.012452,0.013742,0.014029
kind,table,table_rules,minimal,237,47,0.198312,2329,195,0.083727,0.061653,0.065126
kind,table,table_rules,none,237,2,0.008439,2329,2,0.000859,0.00179,0.001483
kind,table,table_rules,partial_grid,237,113,0.476793,2329,661,0.283813,0.25852,0.255242
kind,table,highlighting,arrows,237,17,0.07173,2329,38,0.016316,0.018141,0.016371
kind,table,highlighting,best_second_best,237,79,0.333333,2329,419,0.179906,0.14349,0.142088
kind,table,highlighting,bold,237,206,0.869198,2329,1364,0.585659,0.560857,0.564848
kind,table,highlighting,cell_color,237,88,0.371308,2329,370,0.158866,0.163965,0.16031
kind,table,highlighting,italic,237,32,0.135021,2329,71,0.030485,0.03477,0.038075
kind,table,highlighting,none,237,186,0.78481,2329,817,0.350794,0.371593,0.367076
kind,table,highlighting,text_color,237,62,0.261603,2329,176,0.075569,0.080432,0.0833
kind,table,highlighting,underline,237,63,0.265823,2329,250,0.107342,0.081991,0.076947
kind,table,table_uncertainty_modes,confidence_interval,237,13,0.054852,2329,26,0.011164,0.014385,0.013987
kind,table,table_uncertainty_modes,distribution_summary,237,1,0.004219,2329,1,0.000429,0.000281,0.000233
kind,table,table_uncertainty_modes,point_only_or_undefined,237,175,0.738397,2329,967,0.4152,0.402107,0.401703
kind,table,table_uncertainty_modes,quantile_or_range,237,3,0.012658,2329,5,0.002147,0.001204,0.000998
kind,table,table_uncertainty_modes,repeat_count_only,237,28,0.118143,2329,78,0.033491,0.035474,0.035386
kind,table,table_uncertainty_modes,significance_marker,237,7,0.029536,2329,7,0.003006,0.003428,0.003137
kind,table,table_uncertainty_modes,standard_deviation,237,46,0.194093,2329,196,0.084156,0.065131,0.063315
kind,table,table_uncertainty_modes,standard_error,237,11,0.046414,2329,53,0.022757,0.017357,0.016154
kind,table,table_uncertainty_modes,unclassified,237,205,0.864979,2329,1057,0.453843,0.484108,0.488392
placement,appendix,kind,figure,240,219,0.9125,3356,1802,0.536949,0.51843,0.526718
placement,appendix,kind,table,240,215,0.895833,3356,1554,0.463051,0.48157,0.473282
placement,main,kind,figure,247,244,0.987854,2044,1269,0.620841,0.635374,0.637611
placement,main,kind,table,247,213,0.862348,2044,775,0.379159,0.364626,0.362389
placement,appendix,width,double_column,240,51,0.2125,3356,293,0.087306,0.110143,0.106452
placement,appendix,width,inset,240,65,0.270833,3356,215,0.064064,0.088771,0.093121
placement,appendix,width,page_width,240,203,0.845833,3356,2097,0.624851,0.598725,0.597062
placement,appendix,width,single_column,240,136,0.566667,3356,751,0.223778,0.202361,0.203366
placement,main,width,double_column,247,64,0.259109,2044,246,0.120352,0.136385,0.128763
placement,main,width,inset,247,49,0.198381,2044,120,0.058708,0.049319,0.046568
placement,main,width,page_width,247,193,0.781377,2044,974,0.476517,0.495047,0.478864
placement,main,width,single_column,247,165,0.668016,2044,704,0.344423,0.319249,0.345805
placement,appendix,caption_moves,abbreviation_definition,240,100,0.416667,3356,313,0.093266,0.095636,0.099777
placement,appendix,caption_moves,appendix_pointer,240,72,0.3,3356,331,0.098629,0.072881,0.071493
placement,appendix,caption_moves,comparison,240,209,0.870833,3356,1474,0.439213,0.448034,0.449516
placement,appendix,caption_moves,encoding_key,240,201,0.8375,3356,1074,0.320024,0.336398,0.336676
placement,appendix,caption_moves,main_finding,240,150,0.625,3356,758,0.225864,0.234325,0.233272
placement,appendix,caption_moves,setup,240,231,0.9625,3356,2733,0.814362,0.786863,0.784555
placement,appendix,caption_moves,title,240,239,0.995833,3356,3339,0.994934,0.989462,0.987963
placement,appendix,caption_moves,uncertainty_definition,240,87,0.3625,3356,238,0.070918,0.069316,0.072094
placement,main,caption_moves,abbreviation_definition,247,102,0.412955,2044,249,0.12182,0.114286,0.119604
placement,main,caption_moves,appendix_pointer,247,82,0.331984,2044,132,0.064579,0.073181,0.074042
placement,main,caption_moves,comparison,247,238,0.963563,2044,1290,0.631115,0.651033,0.654503
placement,main,caption_moves,encoding_key,247,233,0.94332,2044,933,0.456458,0.479692,0.479402
placement,main,caption_moves,main_finding,247,191,0.773279,2044,727,0.355675,0.355085,0.358127
placement,main,caption_moves,setup,247,245,0.991903,2044,1732,0.847358,0.85635,0.859557
placement,main,caption_moves,title,247,247,1.0,2044,2038,0.997065,0.996273,0.996661
placement,main,caption_moves,uncertainty_definition,247,81,0.327935,2044,126,0.061644,0.073625,0.076045
purpose,ablation,kind,figure,219,165,0.753425,1137,627,0.551451,0.477765,0.47929
purpose,ablation,kind,table,219,169,0.771689,1137,510,0.448549,0.522235,0.52071
purpose,dataset,kind,figure,139,81,0.582734,442,171,0.386878,0.413441,0.425449
purpose,dataset,kind,table,139,102,0.733813,442,271,0.613122,0.586559,0.574551
purpose,efficiency_cost,kind,figure,185,133,0.718919,852,486,0.570423,0.481049,0.488127
purpose,efficiency_cost,kind,table,185,138,0.745946,852,366,0.429577,0.518951,0.511873
purpose,experimental_design,kind,figure,206,174,0.84466,857,454,0.529755,0.58237,0.579855
purpose,experimental_design,kind,table,206,143,0.694175,857,403,0.470245,0.41763,0.420145
purpose,failure,kind,figure,148,119,0.804054,417,296,0.709832,0.706106,0.708009
purpose,failure,kind,table,148,61,0.412162,417,121,0.290168,0.293894,0.291991
purpose,headline,kind,figure,239,213,0.891213,642,414,0.64486,0.652706,0.652881
purpose,headline,kind,table,239,147,0.615063,642,228,0.35514,0.347294,0.347119
purpose,main_comparison,kind,figure,245,218,0.889796,2170,931,0.429032,0.428804,0.43456
purpose,main_comparison,kind,table,245,222,0.906122,2170,1239,0.570968,0.571196,0.56544
purpose,mechanism,kind,figure,221,200,0.904977,1161,847,0.729543,0.703778,0.710356
purpose,mechanism,kind,table,221,126,0.570136,1161,314,0.270457,0.296222,0.289644
purpose,method_interface,kind,figure,228,222,0.973684,778,644,0.827763,0.86916,0.869221
purpose,method_interface,kind,table,228,64,0.280702,778,134,0.172237,0.13084,0.130779
purpose,other,kind,figure,32,14,0.4375,44,20,0.454545,0.419271,0.436688
purpose,other,kind,table,32,20,0.625,44,24,0.545455,0.580729,0.563312
purpose,qualitative_evidence,kind,figure,201,194,0.965174,1063,923,0.868297,0.872647,0.874694
purpose,qualitative_evidence,kind,table,201,60,0.298507,1063,140,0.131703,0.127353,0.125306
purpose,reproduction,kind,figure,201,109,0.542289,1091,373,0.341888,0.301813,0.301532
purpose,reproduction,kind,table,201,181,0.900498,1091,718,0.658112,0.698187,0.698468
purpose,robustness,kind,figure,236,203,0.860169,2050,1224,0.597073,0.540569,0.55229
purpose,robustness,kind,table,236,188,0.79661,2050,826,0.402927,0.459431,0.44771
purpose,theory_mechanism,kind,figure,213,207,0.971831,653,552,0.845329,0.878123,0.877155
purpose,theory_mechanism,kind,table,213,66,0.309859,653,101,0.154671,0.121877,0.122845
purpose,ablation,placement,appendix,219,166,0.757991,1137,755,0.664028,0.533288,0.526069
purpose,ablation,placement,main,219,170,0.776256,1137,382,0.335972,0.466712,0.473931
purpose,dataset,placement,appendix,139,115,0.827338,442,328,0.742081,0.712145,0.713168
purpose,dataset,placement,main,139,65,0.467626,442,114,0.257919,0.287855,0.286832
purpose,efficiency_cost,placement,appendix,185,142,0.767568,852,540,0.633803,0.539019,0.536423
purpose,efficiency_cost,placement,main,185,136,0.735135,852,312,0.366197,0.460981,0.463577
purpose,experimental_design,placement,appendix,206,155,0.752427,857,503,0.586931,0.509697,0.508979
purpose,experimental_design,placement,main,206,161,0.781553,857,354,0.413069,0.490303,0.491021
purpose,failure,placement,appendix,148,121,0.817568,417,318,0.76259,0.699471,0.689594
purpose,failure,placement,main,148,73,0.493243,417,99,0.23741,0.300529,0.310406
purpose,headline,placement,appendix,239,18,0.075314,642,29,0.045171,0.03123,0.028606
purpose,headline,placement,main,239,238,0.995816,642,613,0.954829,0.96877,0.971394
purpose,main_comparison,placement,appendix,245,202,0.82449,2170,1079,0.497235,0.39648,0.386246
purpose,main_comparison,placement,main,245,244,0.995918,2170,1091,0.502765,0.60352,0.613754
purpose,mechanism,placement,appendix,221,166,0.751131,1161,681,0.586563,0.473435,0.466772
purpose,mechanism,placement,main,221,191,0.864253,1161,480,0.413437,0.526565,0.533228
purpose,method_interface,placement,appendix,228,113,0.495614,778,328,0.421594,0.27016,0.258329
purpose,method_interface,placement,main,228,217,0.951754,778,450,0.578406,0.72984,0.741671
purpose,other,placement,appendix,32,30,0.9375,44,40,0.909091,0.916667,0.922078
purpose,other,placement,main,32,3,0.09375,44,4,0.090909,0.083333,0.077922
purpose,qualitative_evidence,placement,appendix,201,170,0.845771,1063,722,0.67921,0.612672,0.612837
purpose,qualitative_evidence,placement,main,201,159,0.791045,1063,341,0.32079,0.387328,0.387163
purpose,reproduction,placement,appendix,201,197,0.9801,1091,1033,0.946838,0.939109,0.937728
purpose,reproduction,placement,main,201,40,0.199005,1091,58,0.053162,0.060891,0.062272
purpose,robustness,placement,appendix,236,211,0.894068,2050,1535,0.74878,0.644989,0.639322
purpose,robustness,placement,main,236,194,0.822034,2050,515,0.25122,0.355011,0.360678
purpose,theory_mechanism,placement,appendix,213,97,0.455399,653,216,0.330781,0.246029,0.241095
purpose,theory_mechanism,placement,main,213,198,0.929577,653,437,0.669219,0.753971,0.758905
purpose,ablation,types,architecture,219,2,0.009132,1137,2,0.001759,0.001826,0.00146
purpose,ablation,types,area,219,18,0.082192,1137,35,0.030783,0.027867,0.028888
purpose,ablation,types,bar,219,54,0.246575,1137,91,0.080035,0.100216,0.10016
purpose,ablation,types,box,219,7,0.031963,1137,10,0.008795,0.014612,0.017799
purpose,ablation,types,conceptual_diagram,219,7,0.031963,1137,8,0.007036,0.008301,0.007246
purpose,ablation,types,heatmap,219,27,0.123288,1137,44,0.038698,0.039439,0.04063
purpose,ablation,types,histogram,219,4,0.018265,1137,7,0.006157,0.007273,0.006163
purpose,ablation,types,image_montage,219,28,0.127854,1137,45,0.039578,0.037273,0.034027
purpose,ablation,types,line,219,127,0.579909,1137,419,0.368514,0.284117,0.286668
purpose,ablation,types,matrix,219,16,0.073059,1137,26,0.022867,0.021141,0.022354
purpose,ablation,types,other,219,11,0.050228,1137,14,0.012313,0.014346,0.014403
purpose,ablation,types,pareto,219,4,0.018265,1137,6,0.005277,0.008856,0.00897
purpose,ablation,types,pipeline,219,3,0.013699,1137,3,0.002639,0.002397,0.001916
purpose,ablation,types,qualitative_grid,219,36,0.164384,1137,72,0.063325,0.053858,0.0489
purpose,ablation,types,scatter,219,32,0.146119,1137,51,0.044855,0.048461,0.045794
purpose,ablation,types,screenshot,219,1,0.004566,1137,2,0.001759,0.000913,0.00073
purpose,ablation,types,table,219,169,0.771689,1137,510,0.448549,0.522235,0.52071
purpose,ablation,types,violin,219,1,0.004566,1137,1,0.00088,0.000913,0.00122
purpose,dataset,types,architecture,139,6,0.043165,442,6,0.013575,0.017754,0.015219
purpose,dataset,types,area,139,1,0.007194,442,2,0.004525,0.001107,0.000884
purpose,dataset,types,bar,139,19,0.136691,442,27,0.061086,0.04844,0.05369
purpose,dataset,types,box,139,1,0.007194,442,1,0.002262,0.002398,0.001916
purpose,dataset,types,conceptual_diagram,139,27,0.194245,442,29,0.065611,0.092431,0.092423
purpose,dataset,types,heatmap,139,5,0.035971,442,12,0.027149,0.021223,0.022756
purpose,dataset,types,histogram,139,7,0.05036,442,10,0.022624,0.022515,0.023789
purpose,dataset,types,image_montage,139,34,0.244604,442,64,0.144796,0.16238,0.173445
purpose,dataset,types,line,139,12,0.086331,442,18,0.040724,0.052352,0.057294
purpose,dataset,types,map,139,4,0.028777,442,4,0.00905,0.006069,0.004848
purpose,dataset,types,matrix,139,4,0.028777,442,5,0.011312,0.008561,0.008773
purpose,dataset,types,network,139,4,0.028777,442,4,0.00905,0.014388,0.011494
purpose,dataset,types,other,139,18,0.129496,442,23,0.052036,0.054216,0.065215
purpose,dataset,types,pipeline,139,17,0.122302,442,19,0.042986,0.069635,0.065735
purpose,dataset,types,qualitative_grid,139,42,0.302158,442,78,0.176471,0.184462,0.192563
purpose,dataset,types,scatter,139,10,0.071942,442,12,0.027149,0.038517,0.04044
purpose,dataset,types,screenshot,139,7,0.05036,442,7,0.015837,0.014512,0.015046
purpose,dataset,types,table,139,102,0.733813,442,271,0.613122,0.586559,0.574551
purpose,dataset,types,tree,139,3,0.021583,442,3,0.006787,0.003979,0.003731
purpose,efficiency_cost,types,architecture,185,3,0.016216,852,4,0.004695,0.003784,0.003609
purpose,efficiency_cost,types,area,185,14,0.075676,852,31,0.036385,0.036196,0.039018
purpose,efficiency_cost,types,bar,185,47,0.254054,852,71,0.083333,0.129834,0.127013
purpose,efficiency_cost,types,box,185,4,0.021622,852,8,0.00939,0.010028,0.011498
purpose,efficiency_cost,types,conceptual_diagram,185,13,0.07027,852,13,0.015258,0.018919,0.019773
purpose,efficiency_cost,types,heatmap,185,6,0.032432,852,7,0.008216,0.01964,0.021248
purpose,efficiency_cost,types,histogram,185,1,0.005405,852,1,0.001174,0.005405,0.004587
purpose,efficiency_cost,types,image_montage,185,4,0.021622,852,6,0.007042,0.009189,0.008296
purpose,efficiency_cost,types,line,185,109,0.589189,852,403,0.473005,0.347534,0.355968
purpose,efficiency_cost,types,map,185,1,0.005405,852,1,0.001174,0.002703,0.003289
purpose,efficiency_cost,types,matrix,185,4,0.021622,852,4,0.004695,0.005495,0.00566
purpose,efficiency_cost,types,network,185,3,0.016216,852,3,0.003521,0.005405,0.005915
purpose,efficiency_cost,types,other,185,6,0.032432,852,9,0.010563,0.014247,0.012422
purpose,efficiency_cost,types,pareto,185,11,0.059459,852,48,0.056338,0.015438,0.017405
purpose,efficiency_cost,types,pipeline,185,6,0.032432,852,7,0.008216,0.01,0.009549
purpose,efficiency_cost,types,qualitative_grid,185,6,0.032432,852,7,0.008216,0.016757,0.015714
purpose,efficiency_cost,types,scatter,185,36,0.194595,852,59,0.069249,0.082713,0.081007
purpose,efficiency_cost,types,table,185,138,0.745946,852,366,0.429577,0.518951,0.511873
purpose,efficiency_cost,types,tree,185,1,0.005405,852,1,0.001174,0.001081,0.001316
purpose,experimental_design,types,architecture,206,73,0.354369,857,92,0.107351,0.137832,0.135986
purpose,experimental_design,types,area,206,10,0.048544,857,16,0.01867,0.023139,0.025215
purpose,experimental_design,types,bar,206,28,0.135922,857,37,0.043174,0.040149,0.041628
purpose,experimental_design,types,conceptual_diagram,206,125,0.606796,857,190,0.221704,0.283418,0.279828
purpose,experimental_design,types,heatmap,206,14,0.067961,857,20,0.023337,0.027135,0.028525
purpose,experimental_design,types,histogram,206,6,0.029126,857,7,0.008168,0.006633,0.006546
purpose,experimental_design,types,image_montage,206,36,0.174757,857,60,0.070012,0.074702,0.074794
purpose,experimental_design,types,line,206,69,0.334951,857,111,0.129522,0.161973,0.168056
purpose,experimental_design,types,map,206,4,0.019417,857,7,0.008168,0.010807,0.012708
purpose,experimental_design,types,matrix,206,15,0.072816,857,17,0.019837,0.024274,0.023871
purpose,experimental_design,types,network,206,6,0.029126,857,6,0.007001,0.014205,0.01384
purpose,experimental_design,types,other,206,23,0.11165,857,53,0.061844,0.040092,0.041963
purpose,experimental_design,types,pipeline,206,107,0.519417,857,142,0.165694,0.220093,0.217112
purpose,experimental_design,types,qualitative_grid,206,49,0.237864,857,79,0.092182,0.094022,0.092233
purpose,experimental_design,types,scatter,206,21,0.101942,857,28,0.032672,0.045805,0.048115
purpose,experimental_design,types,screenshot,206,23,0.11165,857,53,0.061844,0.046284,0.043463
purpose,experimental_design,types,table,206,143,0.694175,857,403,0.470245,0.41763,0.420145
purpose,experimental_design,types,tree,206,3,0.014563,857,4,0.004667,0.004388,0.005255
purpose,experimental_design,types,violin,206,1,0.004854,857,1,0.001167,0.001618,0.001389
purpose,failure,types,area,148,10,0.067568,417,23,0.055156,0.042652,0.0464
purpose,failure,types,bar,148,21,0.141892,417,32,0.076739,0.061323,0.060772
purpose,failure,types,box,148,3,0.02027,417,3,0.007194,0.010557,0.01246
purpose,failure,types,conceptual_diagram,148,12,0.081081,417,12,0.028777,0.037838,0.035634
purpose,failure,types,heatmap,148,10,0.067568,417,20,0.047962,0.040746,0.039208
purpose,failure,types,histogram,148,3,0.02027,417,3,0.007194,0.009854,0.008479
purpose,failure,types,image_montage,148,44,0.297297,417,99,0.23741,0.233642,0.225197
purpose,failure,types,line,148,56,0.378378,417,105,0.251799,0.290932,0.306279
purpose,failure,types,map,148,1,0.006757,417,2,0.004796,0.004505,0.003876
purpose,failure,types,matrix,148,5,0.033784,417,5,0.01199,0.015709,0.017343
purpose,failure,types,network,148,2,0.013514,417,2,0.004796,0.00473,0.005645
purpose,failure,types,other,148,15,0.101351,417,30,0.071942,0.047889,0.048933
purpose,failure,types,pareto,148,1,0.006757,417,2,0.004796,0.001931,0.002304
purpose,failure,types,pipeline,148,3,0.02027,417,3,0.007194,0.012387,0.010659
purpose,failure,types,qualitative_grid,148,52,0.351351,417,128,0.306954,0.286822,0.275425
purpose,failure,types,scatter,148,13,0.087838,417,18,0.043165,0.042604,0.039606
purpose,failure,types,screenshot,148,14,0.094595,417,33,0.079137,0.063805,0.057903
purpose,failure,types,table,148,61,0.412162,417,121,0.290168,0.293894,0.291991
purpose,failure,types,violin,148,1,0.006757,417,1,0.002398,0.006757,0.008065
purpose,headline,types,architecture,239,38,0.158996,642,39,0.060748,0.070188,0.067127
purpose,headline,types,area,239,16,0.066946,642,21,0.03271,0.033612,0.034365
purpose,headline,types,bar,239,63,0.263598,642,79,0.123053,0.113539,0.116232
purpose,headline,types,box,239,3,0.012552,642,3,0.004673,0.006416,0.007073
purpose,headline,types,conceptual_diagram,239,117,0.48954,642,129,0.200935,0.231945,0.22591
purpose,headline,types,heatmap,239,15,0.062762,642,17,0.02648,0.028703,0.030133
