left_dimension,left_value,right_dimension,right_value,papers,papers_present,paper_prevalence,conference_equal_paper_prevalence,object_count,object_share,paper_normalized_object_share,conference_equal_paper_normalized_share
types,line,legend_placement,inside upper-left/top-left in each main panel; inset legend inside,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
types,line,legend_placement,inside upper-right,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,line,legend_placement,"inside, lower center/right",250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,line,legend_placement,"inside, lower left",250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,line,legend_placement,"inside, lower right",250,1,0.004,0.005,3,0.000556,0.000667,0.000833
types,line,legend_placement,"inside, upper right",250,1,0.004,0.005,3,0.000556,0.000667,0.000833
types,line,legend_placement,inside_bottom,250,1,0.004,0.003333,3,0.000556,0.000632,0.000526
types,line,legend_placement,inside_delivery_time_panel,250,1,0.004,0.003333,2,0.00037,0.0005,0.000417
types,line,legend_placement,inside_each_panel,250,3,0.012,0.011667,6,0.001111,0.001158,0.001094
types,line,legend_placement,inside_top_each_panel,250,1,0.004,0.003333,1,0.000185,0.000235,0.000196
types,line,legend_placement,left lower/shared,250,1,0.004,0.005,1,0.000185,0.000105,0.000132
types,line,legend_placement,left panel center-right; none on right,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,line,legend_placement,left upper-right; middle/right upper-right,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
types,line,legend_placement,left upper-right; right lower-center,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
types,line,legend_placement,left-center,250,1,0.004,0.003333,7,0.001296,0.000583,0.000486
types,line,legend_placement,legend below left panel and colorbars beside middle/right panels,250,1,0.004,0.005,2,0.00037,0.000667,0.000833
types,line,legend_placement,local legend in each panel,250,1,0.004,0.003333,1,0.000185,0.000105,8.8e-05
types,line,legend_placement,local legend inside each panel,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,line,legend_placement,lower center,250,1,0.004,0.003333,3,0.000556,0.0003,0.00025
types,line,legend_placement,lower center inside panel,250,1,0.004,0.005,1,0.000185,0.0002,0.00025
types,line,legend_placement,lower center of right panel,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
types,line,legend_placement,lower center of the right panel,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
types,line,legend_placement,"lower center, shared across panels",250,1,0.004,0.005,1,0.000185,0.000211,0.000263
types,line,legend_placement,lower left,250,3,0.012,0.011667,6,0.001111,0.000808,0.00074
types,line,legend_placement,lower left and upper right by panel,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,line,legend_placement,lower left in each panel,250,2,0.008,0.006667,4,0.000741,0.0008,0.000667
types,line,legend_placement,lower left in panel (a),250,1,0.004,0.005,1,0.000185,0.0002,0.00025
types,line,legend_placement,lower left in right panel,250,1,0.004,0.003333,1,0.000185,0.000114,9.5e-05
types,line,legend_placement,lower right,250,8,0.032,0.03,14,0.002593,0.002219,0.002345
types,line,legend_placement,lower right in each of the two main panels,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,line,legend_placement,lower right in each panel,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,line,legend_placement,lower right in each panel; repeated rather than shared,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,line,legend_placement,lower right in every panel; repeated rather than shared,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,line,legend_placement,lower right in rightmost panel,250,1,0.004,0.003333,1,0.000185,0.000114,9.5e-05
types,line,legend_placement,lower right inside plot,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,line,legend_placement,lower right of Risk-Averse Agent 0 panel,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,line,legend_placement,lower right of right panel,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,line,legend_placement,lower-left,250,2,0.008,0.008333,2,0.00037,0.000308,0.000336
types,line,legend_placement,"lower-left (left), upper-right (right)",250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,line,legend_placement,"lower-left in (a), upper-right in (b)",250,1,0.004,0.003333,2,0.00037,0.000615,0.000513
types,line,legend_placement,lower-left in each panel,250,3,0.012,0.013333,6,0.001111,0.001159,0.001301
types,line,legend_placement,lower-left inside panel,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,line,legend_placement,lower-left/upper-left,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,line,legend_placement,lower-middle of right panel,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
types,line,legend_placement,lower-right,250,2,0.008,0.008333,3,0.000556,0.000465,0.00048
types,line,legend_placement,lower-right J legend and upper-right noise key,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
types,line,legend_placement,"lower-right in (a), lower-left in (b), upper-right in (c)/(d)",250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,line,legend_placement,lower-right inside each panel,250,2,0.008,0.008333,2,0.00037,0.001164,0.001303
types,line,legend_placement,lower-right inside panel,250,1,0.004,0.003333,3,0.000556,0.001091,0.000909
types,line,legend_placement,lower/right side of panel (a); none in panels (b)/(c),250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,line,legend_placement,lower_left,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,lower_right,250,3,0.012,0.013333,3,0.000556,0.000689,0.000781
types,line,legend_placement,lower_right_each_panel,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
types,line,legend_placement,one shared legend per control row,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,line,legend_placement,"outside right, two stacked legends",250,1,0.004,0.005,2,0.00037,5.9e-05,7.4e-05
types,line,legend_placement,panel (b) upper area,250,1,0.004,0.003333,1,0.000185,0.000286,0.000238
types,line,legend_placement,"panel (b), upper left",250,1,0.004,0.003333,1,0.000185,0.000105,8.8e-05
types,line,legend_placement,panel a center-right; panel b lower right,250,1,0.004,0.003333,1,0.000185,0.000267,0.000222
types,line,legend_placement,panel a upper right,250,1,0.004,0.005,1,0.000185,0.000286,0.000357
types,line,legend_placement,panel b lower center; panels c and d lower left,250,1,0.004,0.003333,1,0.000185,0.000267,0.000222
types,line,legend_placement,panel top or bottom,250,1,0.004,0.003333,1,0.000185,0.000267,0.000222
types,line,legend_placement,panel 内/上方,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,line,legend_placement,panel 内右上,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,line,legend_placement,"panel-dependent, upper-right or lower-left",250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,line,legend_placement,panel-inset,250,1,0.004,0.003333,1,0.000185,8.3e-05,6.9e-05
types,line,legend_placement,panel-local,250,1,0.004,0.005,3,0.000556,0.000667,0.000833
types,line,legend_placement,panel-local upper area,250,2,0.008,0.008333,2,0.00037,0.000276,0.00029
types,line,legend_placement,panel-local upper area and top of panel (b),250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,line,legend_placement,panel-local; compact legends in (e-f),250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,line,legend_placement,panel-specific: lower-left in λ; upper-right or lower-right in the other panels,250,1,0.004,0.005,1,0.000185,0.000571,0.000714
types,line,legend_placement,"panel-specific: upper-left (timing), upper-right (PPL)",250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,line,legend_placement,panel-specific: upper-right or lower-right depending on panel,250,1,0.004,0.005,1,0.000185,0.000571,0.000714
types,line,legend_placement,panel_specific_legends,250,1,0.004,0.003333,2,0.00037,0.000571,0.000476
types,line,legend_placement,per-panel top,250,1,0.004,0.005,1,0.000185,0.000105,0.000132
types,line,legend_placement,"per-panel, placed in open area",250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,line,legend_placement,per-row/per-panel,250,1,0.004,0.005,1,0.000185,8.2e-05,0.000102
types,line,legend_placement,radial legend and right-side split legend,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,line,legend_placement,repeated below each environment row,250,1,0.004,0.003333,7,0.001296,0.001273,0.001061
types,line,legend_placement,repeated in each panel (upper/right or lower/right),250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,line,legend_placement,repeated inside each panel,250,1,0.004,0.005,4,0.000741,0.000667,0.000833
types,line,legend_placement,right,250,4,0.016,0.015,5,0.000926,0.000671,0.0006
types,line,legend_placement,right edge of each row,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,line,legend_placement,"right margin, with separate upper and lower legends",250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,line,legend_placement,right of each panel,250,2,0.008,0.008333,3,0.000556,0.000783,0.000757
types,line,legend_placement,"right of grid, with Data~tokens key above/below",250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,line,legend_placement,right of panels,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,line,legend_placement,right outside plot,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,line,legend_placement,right-center / middle row,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,line,legend_placement,right-side colorbars and in-panel reference annotations,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
types,line,legend_placement,right-side heatmap colorbars and lower trajectory color keys,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
types,line,legend_placement,shared bottom-center,250,1,0.004,0.005,4,0.000741,0.000941,0.001176
types,line,legend_placement,shared legend above each row,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,shared legend above panels,250,1,0.004,0.005,4,0.000741,0.000696,0.00087
types,line,legend_placement,shared legend above the eight panels,250,1,0.004,0.005,1,0.000185,0.000125,0.000156
types,line,legend_placement,shared legend above the panels,250,1,0.004,0.005,1,0.000185,0.000125,0.000156
types,line,legend_placement,shared legend appears in upper-middle panel of Figure 1,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
types,line,legend_placement,shared legend below grid,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
types,line,legend_placement,shared legend below panels,250,1,0.004,0.003333,1,0.000185,0.000133,0.000111
types,line,legend_placement,shared legend below the three panels,250,1,0.004,0.003333,1,0.000185,0.000133,0.000111
types,line,legend_placement,time colorbar 与面板标签,250,1,0.004,0.005,1,0.000185,0.000182,0.000227
types,line,legend_placement,top,250,5,0.02,0.023333,86,0.015926,0.00473,0.005843
types,line,legend_placement,top and panel (a),250,1,0.004,0.005,1,0.000185,0.000211,0.000263
types,line,legend_placement,top center,250,8,0.032,0.031667,14,0.002593,0.002156,0.002291
types,line,legend_placement,top center across panels,250,1,0.004,0.003333,1,0.000185,9.8e-05,8.1e-05
types,line,legend_placement,"top center, shared across all panels",250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,line,legend_placement,top centered across both panels,250,1,0.004,0.003333,1,0.000185,0.0008,0.000667
types,line,legend_placement,top centered shared legend,250,1,0.004,0.005,2,0.00037,0.000615,0.000769
types,line,legend_placement,"top of (a), inside (b)",250,1,0.004,0.003333,1,0.000185,0.000148,0.000123
types,line,legend_placement,top of each of the two chart panels,250,1,0.004,0.003333,1,0.000185,0.000444,0.00037
types,line,legend_placement,top of each panel,250,2,0.008,0.008333,2,0.00037,0.000357,0.000395
types,line,legend_placement,top of each row,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,line,legend_placement,top of each subfigure block,250,1,0.004,0.005,1,0.000185,0.000174,0.000217
types,line,legend_placement,top of loss panel and local heatmap keys,250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,line,legend_placement,top of loss panel and panel-local surfaces,250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,line,legend_placement,top of right plots,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,line,legend_placement,top of the composite and inside the mini-panels,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,line,legend_placement,top right,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,line,legend_placement,top shared,250,1,0.004,0.005,18,0.003333,0.001895,0.002368
types,line,legend_placement,top shared legend,250,1,0.004,0.003333,2,0.00037,0.000421,0.000351
types,line,legend_placement,"top, shared across four panels",250,2,0.008,0.008333,2,0.00037,0.000295,0.000318
types,line,legend_placement,"top, shared across panels",250,1,0.004,0.003333,2,0.00037,0.000444,0.00037
types,line,legend_placement,"top, shared across the grid",250,1,0.004,0.003333,2,0.00037,0.000444,0.00037
types,line,legend_placement,"top, two grouped legends",250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,line,legend_placement,top-center,250,1,0.004,0.005,8,0.001481,0.002462,0.003077
types,line,legend_placement,top-center (shared),250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,line,legend_placement,top-right,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,line,legend_placement,top-right within each chart,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,line,legend_placement,top/inside,250,1,0.004,0.005,1,0.000185,0.000105,0.000132
types,line,legend_placement,top/right of panels,250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,line,legend_placement,top_center,250,5,0.02,0.021667,12,0.002222,0.002823,0.003274
types,line,legend_placement,top_left,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,line,legend_placement,top_left/top_right,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,line,legend_placement,upper area,250,1,0.004,0.003333,1,0.000185,0.000167,0.000139
types,line,legend_placement,upper area in each panel,250,1,0.004,0.005,3,0.000556,0.000667,0.000833
types,line,legend_placement,upper area of each panel,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,line,legend_placement,upper area of left panel; panel-local axes elsewhere,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,line,legend_placement,upper center,250,2,0.008,0.006667,3,0.000556,0.000311,0.000259
types,line,legend_placement,upper center of left panel,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
types,line,legend_placement,upper center of right panel,250,1,0.004,0.005,2,0.00037,0.000421,0.000526
types,line,legend_placement,upper left,250,6,0.024,0.026667,11,0.002037,0.001966,0.002326
types,line,legend_placement,upper left and upper right,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,line,legend_placement,upper left in (a); upper center in (b),250,1,0.004,0.003333,1,0.000185,0.000148,0.000123
types,line,legend_placement,upper left in both panels,250,1,0.004,0.003333,1,0.000185,0.000114,9.5e-05
types,line,legend_placement,upper left in each lower failure-rate panel; repeated per block,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,line,legend_placement,upper left in each panel,250,3,0.012,0.011667,5,0.000926,0.001089,0.001074
types,line,legend_placement,upper left in linear-probing panel; lower right in fine-tuning panel,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,line,legend_placement,upper left in panel (a),250,1,0.004,0.005,1,0.000185,0.0002,0.00025
types,line,legend_placement,upper left inside panel,250,1,0.004,0.005,1,0.000185,0.000125,0.000156
types,line,legend_placement,upper left inside plot,250,1,0.004,0.003333,1,0.000185,9.8e-05,8.1e-05
types,line,legend_placement,upper left of Bias panel,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,line,legend_placement,upper left of Risk-Averse panel,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,line,legend_placement,upper left of each panel,250,1,0.004,0.005,2,0.00037,0.000615,0.000769
types,line,legend_placement,upper left of first panel,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,line,legend_placement,upper left of first repetition panel,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,line,legend_placement,upper left of line panel,250,1,0.004,0.005,2,0.00037,0.00025,0.000313
types,line,legend_placement,upper left or corresponding corner in each panel,250,1,0.004,0.003333,1,0.000185,0.000286,0.000238
types,line,legend_placement,upper region of each panel,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,line,legend_placement,upper right,250,14,0.056,0.056667,37,0.006852,0.007697,0.00801
types,line,legend_placement,upper right for line panels; right-side color bars for heatmaps,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,line,legend_placement,upper right in each panel,250,10,0.04,0.04,18,0.003333,0.004651,0.004722
types,line,legend_placement,upper right in most panels; lower left in the centered MNIST n=3·10⁴ panel,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
types,line,legend_placement,upper right in rightmost panel,250,1,0.004,0.003333,1,0.000185,0.000114,9.5e-05
types,line,legend_placement,upper right inside each MDAD panel,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,line,legend_placement,upper right inside panel,250,2,0.008,0.01,2,0.00037,0.000536,0.00067
types,line,legend_placement,upper right of MAPPO Agent 0 panel,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,line,legend_placement,upper right of MDAD panel,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,line,legend_placement,upper right of c,250,1,0.004,0.003333,1,0.000185,0.000148,0.000123
types,line,legend_placement,upper right of each panel,250,1,0.004,0.003333,6,0.001111,0.002,0.001667
types,line,legend_placement,upper right of panel (b),250,1,0.004,0.005,2,0.00037,0.0008,0.001
types,line,legend_placement,upper right within each panel,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
types,line,legend_placement,upper right/inside each panel,250,1,0.004,0.003333,2,0.00037,0.000615,0.000513
types,line,legend_placement,upper-center in left panel and upper-right in right panel,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,line,legend_placement,upper-left,250,7,0.028,0.026667,21,0.003889,0.002401,0.002094
types,line,legend_placement,upper-left and lower-left inside panel,250,1,0.004,0.003333,1,0.000185,0.000267,0.000222
types,line,legend_placement,"upper-left in (a)/(b), upper-right in (c)",250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,line,legend_placement,upper-left in accuracy panel; upper-right in square-loss panel,250,1,0.004,0.005,1,0.000185,0.000571,0.000714
types,line,legend_placement,upper-left in each of three chart panels,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,line,legend_placement,upper-left in each panel,250,5,0.02,0.018333,10,0.001852,0.001983,0.001732
types,line,legend_placement,upper-left in panel (b); none in panel (a),250,1,0.004,0.005,1,0.000185,0.0004,0.0005
types,line,legend_placement,upper-left in right panel,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,upper-left inside panel,250,2,0.008,0.006667,2,0.00037,0.000517,0.000431
types,line,legend_placement,upper-left inside plot,250,1,0.004,0.005,1,0.000185,0.0008,0.001
types,line,legend_placement,upper-left inside plotting area,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,line,legend_placement,upper-left legend in each panel,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,upper-left of accuracy panel only,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,line,legend_placement,upper-left of folding-time panel; none in bar panel,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,line,legend_placement,upper-left/in-panel,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,line,legend_placement,upper-middle panel of the shared Figure 1–2 group,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
types,line,legend_placement,upper-right,250,8,0.032,0.033333,22,0.004074,0.003797,0.003701
types,line,legend_placement,upper-right in both panels,250,1,0.004,0.005,1,0.000185,0.000571,0.000714
types,line,legend_placement,upper-right in both panels and lower-right data-size key,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,line,legend_placement,upper-right in each panel,250,5,0.02,0.016667,5,0.000926,0.001457,0.001214
types,line,legend_placement,upper-right in each panel plus lower-right data-size key,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,line,legend_placement,upper-right inside each panel,250,4,0.016,0.02,4,0.000741,0.00158,0.001975
types,line,legend_placement,upper-right inside panel,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
types,line,legend_placement,upper-right inside plot,250,2,0.008,0.01,2,0.00037,0.000974,0.001217
types,line,legend_placement,upper-right legend in each panel,250,2,0.008,0.008333,2,0.00037,0.000762,0.000873
types,line,legend_placement,upper-right legends per panel,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,upper-right of each panel,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,line,legend_placement,upper-right series key and lower/right Data~tokens key,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,line,legend_placement,upper-right/center between panels,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,upper/in-panel,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,line,legend_placement,upper/in-panel per model,250,1,0.004,0.003333,5,0.000926,0.000714,0.000595
types,line,legend_placement,upper/inside panel (b),250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,line,legend_placement,upper/right in-panel,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,line,legend_placement,upper_center,250,2,0.008,0.01,2,0.00037,0.000279,0.000349
types,line,legend_placement,upper_left,250,7,0.028,0.03,7,0.001296,0.001295,0.001318
types,line,legend_placement,upper_left in (c–d),250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,line,legend_placement,upper_left in ARI panels,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,line,legend_placement,upper_left in Code panel,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,line,legend_placement,upper_left in each panel,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,line,legend_placement,upper_left in top panels,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,line,legend_placement,upper_left of first panel,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,line,legend_placement,upper_left per panel,250,1,0.004,0.003333,2,0.00037,0.0004,0.000333
types,line,legend_placement,upper_left_inside,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,line,legend_placement,upper_left_inside_each_panel,250,1,0.004,0.005,2,0.00037,0.000727,0.000909
types,line,legend_placement,upper_right,250,9,0.036,0.035,15,0.002778,0.003784,0.0037
types,line,legend_placement,upper_right_in_each_panel,250,1,0.004,0.005,1,0.000185,0.000174,0.000217
types,line,legend_placement,upper_right_inside_each_panel,250,1,0.004,0.005,3,0.000556,0.001091,0.001364
types,line,legend_placement,upper_right_inside_plot,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,line,legend_placement,within panel C and local labels,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,line,legend_placement,上 panel 左上；下 panel 不重复,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,line,legend_placement,上排右侧 panel 的 lower-left interior（共享 d legend）,250,1,0.004,0.003333,1,0.000185,0.0005,0.000417
types,line,legend_placement,上方居中,250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,line,legend_placement,两 panel 下方横向 shared legend,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,line,legend_placement,两个 panel lower-left,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,line,legend_placement,中、右 panel 内部上方；左 panel 使用曲线直接标注,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,中间 panel 的说明键,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,line,legend_placement,主图右上；inset 各自上方/上中,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,line,legend_placement,主图右下；inset 无 boxed legend、使用 direct text,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,line,legend_placement,主图右下；inset 无独立 boxed legend,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,line,legend_placement,全图顶部共享,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,line,legend_placement,共享 legend,250,1,0.004,0.005,3,0.000556,0.000545,0.000682
types,line,legend_placement,共享/近共享 legend,250,1,0.004,0.005,1,0.000185,0.000182,0.000227
types,line,legend_placement,前三 panel 各自 legend；右下 vertical colorbar,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,右 panel upper-right,250,1,0.004,0.003333,2,0.00037,0.000444,0.00037
types,line,legend_placement,右上,250,1,0.004,0.005,10,0.001852,0.001429,0.001786
types,line,legend_placement,右上 panel 的 lower-left interior（共享 d legend）,250,1,0.004,0.003333,1,0.000185,0.0005,0.000417
types,line,legend_placement,右上图内,250,1,0.004,0.003333,2,0.00037,0.000205,0.000171
types,line,legend_placement,右上图内 legend，分 n/restart interval 两组,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,line,legend_placement,右上角,250,3,0.012,0.01,6,0.001111,0.001057,0.000881
types,line,legend_placement,右下,250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,line,legend_placement,各 panel 右上,250,1,0.004,0.005,1,0.000185,0.000138,0.000172
types,line,legend_placement,各 panel 右上 p_t legend,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,line,legend_placement,各 panel 右上/图内,250,1,0.004,0.005,1,0.000185,0.000138,0.000172
types,line,legend_placement,各 panel 右下或内部,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,line,legend_placement,各 panel 右下角,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,line,legend_placement,各 panel 右下角 inset legend,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,line,legend_placement,各 panel 右侧 APE colorbar,250,1,0.004,0.005,8,0.001481,0.001103,0.001379
types,line,legend_placement,各 panel 右侧的浅色框内/旁侧,250,1,0.004,0.003333,3,0.000556,0.003,0.0025
types,line,legend_placement,各 panel 左上,250,2,0.008,0.008333,5,0.000926,0.001738,0.001506
types,line,legend_placement,各 panel 左上/上方,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,line,legend_placement,各 panel 左上角,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,line,legend_placement,各 panel 左下/图内,250,1,0.004,0.005,2,0.00037,0.000276,0.000345
types,line,legend_placement,各 panel 独立 legend；p=1 左上，其余多在右下,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,line,legend_placement,"各 panel 独立 legend；p=1,2 左上，p=3,4 右下",250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,line,legend_placement,各 panel 顶部或内部,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,line,legend_placement,各小面板内部重复,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,line,legend_placement,各方法面板局部 legend,250,1,0.004,0.005,1,0.000185,0.000182,0.000227
types,line,legend_placement,各面板上方/右上图例,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,line,legend_placement,各面板内,250,1,0.004,0.005,1,0.000185,0.000121,0.000152
types,line,legend_placement,各面板内靠右上/右下,250,1,0.004,0.005,1,0.000185,0.000121,0.000152
types,line,legend_placement,各面板右上/上方图例,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,line,legend_placement,图(a)(b)图内右上，图(c)图内上方；图(d)用直接标签,250,1,0.004,0.003333,1,0.000185,0.000167,0.000139
types,line,legend_placement,图(b)右上角图例；图(a)由各矩阵下方直接标签标识,250,1,0.004,0.003333,1,0.000185,0.000167,0.000139
types,line,legend_placement,图(c)(d)上方或图内各自放置系列图例,250,1,0.004,0.003333,1,0.000185,0.000167,0.000139
types,line,legend_placement,图上方/旁侧共享 legend,250,1,0.004,0.005,1,0.000185,0.000182,0.000227
types,line,legend_placement,图上方共享 legend,250,1,0.004,0.005,1,0.000185,0.000182,0.000227
types,line,legend_placement,图上方居中,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,line,legend_placement,图上方居中横向 legend,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,line,legend_placement,图下 legend,250,1,0.004,0.005,1,0.000185,0.000182,0.000227
types,line,legend_placement,图下共享 legend,250,1,0.004,0.005,4,0.000741,0.000727,0.000909
types,line,legend_placement,图内 bubble-size key 与直接系列标签,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,line,legend_placement,图内上方/右侧,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
